refFile;testFile;Mqs;Mcs;HRC;videoDegradationType;videoCodec;videoBitrate;packetLossRate;freezingPauses;freezingLength
v43;v43_HRC9;3.94;2.666666667;HRC9;frameFreezing;H.264;2000;-;2;4
v46;v46_ANC1;4.48;3.714285714;ANC1;packetLoss;-;-;-;-;-
v46;v46_ANC2;4.89;3.2;ANC2;frameFreezing;-;-;-;0;0
v46;v46_HRC1;2.545;3.25;HRC1;packetLoss;H.264;500;0.1;-;-
v46;v46_HRC10;4.008333333;3.5;HRC10;frameFreezing;H.264;16000;-;1;2
v46;v46_HRC2;1.6566666669999999;3.0;HRC2;packetLoss;H.265;400;0.08;-;-
v46;v46_HRC3;2.7275;2.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v46;v46_HRC4;2.22;2.0;HRC4;packetLoss;H.265;1000;0.03;-;-
v46;v46_HRC5;2.48;3.142857143;HRC5;packetLoss;H.265;8000;0.01;-;-
v46;v46_HRC6;1.6925;2.625;HRC6;frameFreezing;H.265;200;-;3;8
v46;v46_HRC7;1.966666667;2.333333333;HRC7;frameFreezing;H.264;800;-;3;7
v46;v46_HRC8;3.24;3.333333333;HRC8;frameFreezing;H.265;1000;-;2;4
v46;v46_HRC9;2.767142857;2.857142857;HRC9;frameFreezing;H.264;2000;-;2;4
v42;v42_ANC1;0.0;0.0;ANC1;packetLoss;-;-;-;-;-
v42;v42_ANC2;4.853333333;3.333333333;ANC2;frameFreezing;-;-;-;0;0
v42;v42_HRC1;1.741111111;2.0;HRC1;packetLoss;H.264;500;0.1;-;-
v42;v42_HRC10;4.042;3.2;HRC10;frameFreezing;H.264;16000;-;1;2
v42;v42_HRC2;1.7357142859999999;2.285714286;HRC2;packetLoss;H.265;400;0.08;-;-
v42;v42_HRC3;2.733333333;3.5;HRC3;packetLoss;H.264;2000;0.05;-;-
v42;v42_HRC4;2.3680000000000003;1.8;HRC4;packetLoss;H.265;1000;0.03;-;-
v42;v42_HRC5;3.824;2.4;HRC5;packetLoss;H.265;8000;0.01;-;-
v42;v42_HRC6;2.43;2.25;HRC6;frameFreezing;H.265;200;-;3;8
v42;v42_HRC7;1.775;2.25;HRC7;frameFreezing;H.264;800;-;3;7
v42;v42_HRC8;3.003333333;2.777777778;HRC8;frameFreezing;H.265;1000;-;2;4
v42;v42_HRC9;3.09;2.5;HRC9;frameFreezing;H.264;2000;-;2;4
v04;v04_ANC1;4.92;5.0;ANC1;packetLoss;-;-;-;-;-
v04;v04_ANC2;4.643333333;4.0;ANC2;frameFreezing;-;-;-;0;0
v04;v04_HRC1;1.8525;4.0;HRC1;packetLoss;H.264;500;0.1;-;-
v04;v04_HRC10;4.4225;3.25;HRC10;frameFreezing;H.264;16000;-;1;2
v04;v04_HRC2;1.533333333;2.666666667;HRC2;packetLoss;H.265;400;0.08;-;-
v04;v04_HRC3;2.795;3.333333333;HRC3;packetLoss;H.264;2000;0.05;-;-
v04;v04_HRC4;2.6425;3.75;HRC4;packetLoss;H.265;1000;0.03;-;-
v04;v04_HRC5;3.443333333;4.333333333;HRC5;packetLoss;H.265;8000;0.01;-;-
v04;v04_HRC6;1.448888889;3.333333333;HRC6;frameFreezing;H.265;200;-;3;8
v04;v04_HRC7;2.643333333;3.666666667;HRC7;frameFreezing;H.264;800;-;3;7
v04;v04_HRC8;3.2060000000000004;3.5;HRC8;frameFreezing;H.265;1000;-;2;4
v04;v04_HRC9;2.582;3.4;HRC9;frameFreezing;H.264;2000;-;2;4
